Longitude,Latitude,llsgrd,SILO_Jan,SILO_Feb,SILO_Mar,SILO_Apr,SILO_May,SILO_June,SILO_July,SILO_Aug,SILO_Sep,SILO_Oct,SILO_Nov,SILO_Dec
151.3101137,-33.3829955,2,222.2,289.2,157.6,136.3,62.3,70.7,64.9,65.8,66.6,91.7,135.4,183.9
151.3166704,-29.2739379,6,391.7,332.5,185.5,122.3,85.5,47.7,62.3,45.4,52.7,105.7,179.6,247.3
151.3170561,-32.4201357,3,282.5,199.4,101.7,95.8,80.5,79.2,69.8,54.9,57.7,116,177.6,285.4
151.3182131,-30.2730297,6,334.6,300.2,165.1,100.3,64.4,56.4,69.8,42.9,57.9,104.7,239.9,230.5
151.3185988,-32.8166913,3,253.2,266.4,107.5,86.4,72.2,53.1,57.3,55.5,54.4,87.6,141.1,216.4
151.3216843,-33.6557345,2,175.2,313,125.4,97.1,45,48.8,42.7,68,43.9,82.8,101.3,141
151.3224557,-30.559748,6,353.1,313.7,148.8,97.2,61,58.9,73.6,38.6,59.7,119.1,206.5,240.8
151.3290123,-29.9155591,6,365.8,323.8,181.6,103.8,75.3,47.5,69.1,47.5,52.8,95.4,236.6,253.6
151.3328692,-29.5361211,6,328,302.1,179.6,100.7,70.4,44.5,67.6,43.5,47.9,85,175,255.9
151.3336406,-32.1813465,3,231.5,178.1,111.7,90.7,81.3,65.6,78.4,48.6,55.6,106.7,163.4,276.1
151.335569,-33.0703157,2,219.8,305.3,95.8,85.4,52.8,40.7,61.6,44.2,55.4,81.1,121.7,194.4
151.3363404,-32.4503767,3,288.9,210,104.2,94.1,83.2,77.7,73.1,60.8,62.2,124.9,189.1,286.4
151.336726,-33.4237922,2,187.3,304.8,116.3,95.8,44.8,46.5,44.5,50,46.6,84.8,111.1,148.8
151.3401972,-32.0238654,3,244.4,186.9,89.5,88.9,75.5,70.8,91.1,43.1,59.4,89.3,153.9,250.1
151.342897,-32.6446604,3,266.4,253,105.2,85.3,73.3,60.4,62.2,61.9,57.8,106.2,164,242.9
151.3448255,-32.1088824,3,268.4,202.8,110.4,98.6,88.8,83.2,118.1,59,69.1,112.5,184.7,298.1
151.3452111,-33.2280821,2,233.8,311.7,139.8,121.8,61.7,59.2,55.5,53.8,60.5,95.8,139.9,190.2
151.3498394,-32.6891659,3,267.6,268.4,110.5,87.1,74.4,58.7,61.6,62.3,57.3,101.9,160.1,238.7
151.3598672,-30.60083,6,367.5,322.8,158.7,99.9,67.6,64.4,81.9,43.7,68.1,132.4,209.4,260.9
151.362567,-30.7314936,5,347.3,298.8,135.9,92.6,70,61.3,77.8,48.3,73.4,134.5,191.8,264.4
151.3641098,-32.1257146,3,226.2,177.3,106.5,88.4,78.4,64.8,79.8,45.6,54.8,100.2,158.3,267.2
151.3768374,-30.0781755,6,368,314.4,200,105,76.5,55.2,71.6,50.6,60,103.2,247,255.5
151.3841654,-30.2430741,6,321.9,308.6,178.9,96.4,66.3,55.4,70,42.7,58.3,105,239.3,238.1
151.3845511,-30.1663306,6,354,308.9,197,103.2,74,56.8,72.4,48.7,60.5,104.2,245.5,251.7
151.3860939,-33.0106897,3,213.5,295.2,91.7,81.1,54.1,38.9,57.5,41.5,54,75.3,119.1,195.7
151.3918791,-29.8496567,6,381.4,322.8,183.4,105.3,76.9,46.5,70.5,47.5,53.6,96.5,229.6,264.2
151.3922648,-30.6867028,6,419.9,326.2,156.2,109.6,83.8,76.2,98.2,63.3,92.9,159.8,232,306.2
151.3961217,-31.4207586,5,238.6,143.9,85.1,72,59.5,47.2,55.3,32.2,67.7,82.1,159.3,209.9
151.3980501,-31.6478509,3,222.2,127.6,92.7,86.7,64.7,55,58.9,42,59.8,82.3,135.4,237
151.4049925,-32.1884788,3,237,182.3,110.7,89.8,80.5,65.2,81.1,50.5,57.4,109.3,157.6,277.8
151.4076923,-31.2341778,6,244.1,170.7,80.9,74.7,54.8,47.7,49.3,31.9,64.1,82.8,163,206.5
151.4211913,-30.0079937,6,394.7,304.8,196.9,110.4,81.6,54.8,74.7,52,60.5,105.1,252.8,270.2
151.4231197,-30.1700394,6,354,308.9,197,103.2,74,56.8,72.4,48.7,60.5,104.2,245.5,251.7
151.4235054,-32.47805,3,309.6,244.2,124.1,97.6,81.3,87,108.4,70.8,74.6,131.5,212.8,308
151.4258195,-30.7871255,6,348.9,294.6,138.1,91.9,71.3,57.9,77.2,49.8,79.7,139.1,204.6,280.8
151.4269766,-32.4732,3,284.9,220.4,116,90.6,85.7,75.4,86,70.1,71.9,138.1,205.6,297.2
151.4292907,-30.9357626,6,352.8,261.2,124,96.8,71.9,59.1,78,55.6,89.8,130.3,215.9,289.9
151.4343046,-32.7947238,3,255,288.8,130.3,94.3,80.4,61.3,66.2,64.9,63.1,96,162.9,240
151.4377758,-29.6117234,6,327.4,288.4,170.3,95.3,66.6,42.2,64.2,41.1,45.9,86.9,173.4,250.1
151.4408613,-29.9669117,6,411.8,317.8,195.7,109.6,81.3,49.1,71.5,49.2,57.8,103.5,247.4,275.4
151.4420183,-29.9597794,6,411.8,317.8,195.7,109.6,81.3,49.1,71.5,49.2,57.8,103.5,247.4,275.4
151.4454895,-32.2401166,3,250.2,188.7,109.7,89.8,82.5,65.4,83.8,55.6,60.5,117.9,164.8,282.2
151.449732,-31.1582902,6,256.2,187.1,88.7,80.4,55.9,49.3,50,36.1,66.3,90.6,166.9,227.6
151.4512748,-31.667536,3,223.9,137.2,96.3,86.5,62.7,54.1,62,42.6,63.8,83,136.3,235.6
151.4562887,-32.4769088,3,288.2,234.4,119,89.8,75.3,82.8,107.7,67.8,72.8,123.6,203.3,294.5
151.4566744,-32.5793286,3,258.4,240.7,104.3,81.2,72.2,58.4,63.1,64.1,61,116.1,176.1,256.9
151.4589885,-30.4758722,6,326.9,322.1,168.2,96.2,62.8,60.7,79.1,41.2,63.5,122.3,213,255.9
151.4593742,-31.5773838,5,227.8,128.7,101.9,87.9,68.6,54.5,69.6,43.3,71.3,86.4,142.9,246.1
151.4751873,-29.9455148,6,427,352.8,204.4,104.4,76.2,43.4,64.9,45.4,53.3,99.4,236.9,276.8
151.4763444,-31.9083223,3,287.7,201.1,90.2,86.9,70.6,82.7,107,52.8,74.4,97.1,157.3,241.1
151.4859865,-31.0356147,6,287,199.4,103.6,82.8,60,50.6,54.9,42.6,71.3,102.9,186.1,259.1
151.4871436,-30.859875,6,334.9,271,133.5,87.9,68.5,54.2,72.7,48,79.7,132.9,205.8,280.3
151.4925432,-30.5731567,6,325.5,332.5,168.4,95.4,63.4,60.8,80.7,43.3,66.8,123.9,207.2,264.7
151.4948573,-32.0369889,3,276.1,219.8,90.8,83,76.3,81.5,118.9,61,74.9,113.4,176.1,260.8
151.4967857,-31.5351606,6,231.5,137.2,105.8,86.7,72.1,57.5,79.6,48.9,83.9,96.2,161.4,254.9
151.4998712,-30.5489069,6,325.5,332.5,168.4,95.4,63.4,60.8,80.7,43.3,66.8,123.9,207.2,264.7
151.5048851,-32.486894,3,270.7,225,113.2,85,75.9,72,89.6,69.9,72.1,127.9,201.9,285.5
151.5052708,-32.8780291,3,219.3,271.3,118,87.2,69.9,49.8,57.9,52.7,57.6,83.1,129.4,212.7
151.5075849,-29.575206,6,330.2,284,168.4,94.2,65.6,41.5,62.8,39.5,44.9,88.6,173.1,243.8
151.508742,-30.7229349,6,343.4,347.7,158.3,89.5,66.7,57.5,74.6,47,71.1,135,201.8,267.8
151.508742,-30.6390591,6,330.5,343.5,157.6,87.9,62.9,55.9,72.5,43.4,66.2,127.9,195.3,257
151.5156843,-29.7920278,6,367.2,306.7,175.6,97.9,69.6,40.7,63,42.6,48.3,91.3,202.3,260.5
151.5214696,-31.3762531,6,232.5,151.9,90.2,73.9,56.4,45.1,56.8,35.6,74.6,89.1,161.7,218.9
151.5264835,-33.1889971,2,208.7,347.3,105.1,91.5,44.9,38,44.3,33.5,53.2,79.7,135,177.4
151.5272549,-33.3125285,2,225.8,365,144,113.5,55.3,53.4,51.5,49.1,55,98.5,145.6,200.2
151.5287977,-29.2494028,6,323.9,316.7,171.3,98.7,81.6,39,55.5,40.3,48.7,109.3,171.5,205
151.5330402,-32.0378447,3,295.9,234.5,94.9,83.3,79.3,89.5,135.6,70,83.3,124.5,192.9,275.1
151.5384398,-32.8078473,3,226.8,254.9,113.8,79.8,62.5,43.3,57.1,47.4,50.1,85.5,131.5,229.9
151.5384398,-31.4567054,6,222.6,145.4,96.1,74,56.9,43.9,60.4,38.1,77.3,90.7,152.2,224.6
151.5446108,-29.7980189,6,370,297.9,177.2,98.4,69.2,40.3,62.1,42,49.1,93.2,200.9,260.6
151.5461535,-30.6059653,6,337.7,336,166,97.9,66.1,62.7,85.3,49.1,76.4,128.1,211.2,282.8
151.5484676,-32.8609116,3,214.5,247.3,110.6,80.5,61.9,42.6,56.5,45.8,52,78.3,121.3,213.3
151.5503961,-30.6233681,6,337.7,336,166,97.9,66.1,62.7,85.3,49.1,76.4,128.1,211.2,282.8
151.5515531,-30.156916,6,363.8,303.8,209.6,106.6,78.6,56.7,74.9,49.5,63.3,108.2,268.6,274.9
151.5646664,-32.7952944,3,226.8,254.9,113.8,79.8,62.5,43.3,57.1,47.4,50.1,85.5,131.5,229.9
151.5665949,-31.0296236,6,306.5,224.4,110.9,83,64.3,53,64.6,50.1,81.2,114.9,206,260.7
151.5681376,-29.9771822,6,417.6,325.4,202.1,104.7,75.6,44,64.7,45.8,55.2,101.2,243.3,269.2
151.5727659,-31.4621259,6,222.6,145.4,96.1,74,56.9,43.9,60.4,38.1,77.3,90.7,152.2,224.6
151.5735372,-30.8789895,6,320.8,240.6,124.3,83.2,64.8,50.8,69.5,47.5,79.7,125.7,206.4,275.4
151.5754657,-31.6972063,3,247,172.7,91.8,75.8,56.4,58.5,69.9,40.4,63.6,81.2,129.9,200.3
151.5797082,-28.9681051,6,290.4,302,152.8,98.2,92.1,32.7,38.4,39.6,44.5,110.4,143.4,220.6
151.5839507,-29.6961698,6,327.9,272.7,160.8,91.1,62.1,37.3,57.2,37,44,88.7,173.7,238.5
151.5874219,-30.2199655,6,333.2,311.5,209,104.7,76.5,59.3,77.9,49.2,63.1,113.7,264.5,277
151.5889647,-33.0700304,3,206.9,282.2,119,97.7,58.2,48,53.5,47.6,59.6,83,122.3,184.6
151.5912788,-30.5166689,6,298.3,319.7,176.1,98.8,60.3,62.5,83.7,43.9,67.4,113.2,211.6,274.3
151.5912788,-29.8770447,6,411,295.5,190.2,106.2,74.7,42.4,64.5,44.8,54.6,102.2,229.9,275.8
151.5924358,-33.1667443,2,197.5,314.6,99.3,87.6,44.3,36.8,42.5,34.1,51.4,75.6,123.3,166.3
151.602078,-29.5555209,6,326.7,273.2,173.4,95,66.4,41.8,63.1,38.1,49.2,95.9,172.4,229.7
151.6040064,-29.7141431,6,327.9,272.7,160.8,91.1,62.1,37.3,57.2,37,44,88.7,173.7,238.5
151.6151913,-30.9922503,6,289.8,202.2,110,76.4,58.6,48,59.6,45,73.1,111.1,196.8,256.9
151.6232907,-32.5479465,3,238.8,220.1,103.4,75.9,62.6,50.4,68.3,65.1,64.4,113.9,189.5,269.2
151.6356327,-33.1016978,3,202.5,291.5,119.9,95.9,53.7,44.7,48.9,44.5,56.7,84.4,123.9,176.3
151.6375611,-29.7714868,6,343.3,275.8,166.3,93.8,63.6,37.4,57,37.8,46.4,92.6,182.3,247.6
151.6398752,-29.7771926,6,367.2,287,174.8,97.9,66.8,38.5,58.8,39.8,48.8,95.9,196.4,260.7
151.6452748,-30.189154,6,331.5,324.8,209.9,104.4,75.8,58.5,77.9,49,62.4,116.4,270.2,282.6
151.6506744,-31.3077831,6,240.4,174.5,93.1,64.3,47.5,41.1,49.4,37.2,71.1,94.7,155,200
151.6580024,-30.5762949,6,337.9,335.8,174.1,100.4,62.6,64.3,86.7,51.4,80.5,124,213.9,301.6
151.6595452,-32.2920397,3,256.9,201.6,113.6,76.8,78.9,68.9,95.1,71.9,78.4,136.8,173.6,273.1
151.6715015,-29.7141431,6,332.9,262.5,169.2,94.4,64.4,39.3,59,38.7,48.2,94.6,177.3,240.9
151.6726585,-29.4023192,6,316.2,284.3,170.7,95.5,70.2,38.3,61,34.1,47.8,104.3,173.5,211.9
151.6753583,-29.9686234,6,414.3,272,198.6,107.3,75,45.1,65.9,46.6,59.2,110.3,244.9,292.9
151.675744,-30.9346214,6,302.1,267.8,120.2,75.8,61.8,59.6,72.1,51.6,82,131,215.1,256.3
151.6761297,-32.4138593,3,222.9,190.4,106.5,67.9,63.4,56.6,80.7,63.6,71.5,115.4,164.4,250
151.6826863,-28.9007763,6,296.3,293.5,147,96.2,93.4,32.8,38.1,37.8,42,113.6,141.6,226.9
151.6915571,-31.5656868,6,269.8,156.3,103.9,68.5,68.2,53.4,90.7,62.2,98.7,117.8,172.7,247.4
151.6977281,-31.5967836,6,227.4,128.6,89.1,61.3,57,45.1,78.9,49.3,79.6,99.8,142.8,221.8
151.7031277,-31.5283136,6,269.8,156.3,103.9,68.5,68.2,53.4,90.7,62.2,98.7,117.8,172.7,247.4
151.7112271,-31.0989495,6,286.9,238,106.5,67.9,60.2,56,61,46.9,75.8,119.9,194.3,221.6
151.7293543,-29.0956305,6,347.1,325.7,153.6,103.7,92,36.4,43.2,36.6,42.1,122.8,172.5,243.2
151.7301257,-29.7674927,6,345.6,258.1,175.8,97.7,65.7,39.3,57.8,39.1,51.3,100.9,184.7,255.7
151.7389965,-29.4593776,6,320,269.8,164.3,97.4,67,37.4,57.7,33.4,47.9,108.3,171.4,214.7
151.7405392,-30.5132454,6,309.9,300.1,186.5,104.4,59.5,64.4,84.7,46.7,71,113.7,216.8,307.7
151.7490243,-32.9256728,3,208.9,274.3,166.2,102.5,75.2,59,66.2,73.2,73.1,96.5,145.7,229.5
151.7517241,-28.9897873,6,336.9,314.7,153.7,101.4,97.2,36.1,41.6,38.7,43.5,124.6,159.2,249
151.7532669,-30.4772987,6,309.9,300.1,186.5,104.4,59.5,64.4,84.7,46.7,71,113.7,216.8,307.7
151.7636804,-30.9217833,6,300.4,274.9,126.7,75.6,57.1,57.9,72.4,48.8,80.8,129.2,204.8,253.4
151.7737082,-29.1367126,6,345.4,326.6,153.2,104.5,89.1,36.2,45.4,35.8,42,121.5,175.7,236.8
151.7744796,-31.3351711,6,262.8,184.8,95.7,60.5,52.7,43.7,58.6,49.1,78.4,111.5,160.4,194.2
151.7760223,-32.8937201,3,199.5,247.5,164.7,92.4,70.8,52.1,63.3,71.4,72.6,91.8,144.9,226.6
151.7879786,-29.0283017,6,366.9,325.5,151.5,104.4,94.4,36.1,41.6,36.3,41.4,127.9,172.7,258.7
151.7945353,-31.9488337,3,275.3,196.8,86.3,68.2,57.2,62,80.9,48.9,74.5,106.2,153.6,232
151.8003206,-29.8867447,6,389,260.5,196.8,105.1,72.3,43.7,62.8,44.3,59.6,111,225.7,302.2
151.809577,-31.6806594,3,258.7,134.6,87.1,57.7,53.5,43.8,76.9,45.9,76.2,104.6,142.2,223.2
151.8107341,-28.989502,6,344.2,312.5,146.2,100.3,93.4,34.4,39.8,35.7,40.6,123.7,160.4,247.9
151.8145909,-31.2524365,6,284.9,231.4,100.3,59.9,53.9,50,54.7,47.3,73,118.8,170,189.5
151.8172907,-32.674616,3,199.1,223.7,113.4,71.5,44.6,42.9,80.6,41.5,61.9,68.5,166.5,272.3
151.8199905,-31.0735585,6,274.1,271.3,108.6,65.8,55.9,58.1,61.6,47.1,73.4,127,194.1,217.2
151.8242331,-30.7075291,6,338.3,295.6,157.3,89.1,58.3,67.6,82.5,50.4,84.4,128.1,193.4,299.7
151.8273186,-32.8526381,3,208.5,253.8,178.3,92.2,71.2,52.5,76,79.8,80,88.8,163.4,261.1
151.8296327,-29.5004596,6,319.6,256.3,160.6,99.8,64.9,37.3,53.1,35.4,49.3,114.6,164.8,217.1
151.8346466,-29.646529,6,339.3,253.2,180.8,99.1,67.4,41.4,57.9,39.3,54.9,115.1,177.2,250.9
151.8377321,-29.6008823,6,329,258.5,165.4,96.8,63.5,38.5,53.9,36.9,50.7,111.9,166.9,231.6
151.8396605,-32.0190155,3,280.8,192,86.4,68.5,66.5,68.7,91.1,65,88.2,123,176.7,248.3
151.842746,-31.4675465,6,321.6,186.5,110.7,59.7,58,45.4,63.9,58.2,93.3,122.2,173.9,211.5
151.8439031,-31.2438777,6,283.2,239,100,58.6,51.1,48,52.3,46.5,67.6,119.1,163.3,185.9
151.8458315,-29.2214442,6,378,311.7,154.3,113.5,87.1,37,47.3,35.4,42.2,128.2,186,252
151.8462172,-31.89634,3,272.1,162.2,83.4,62.9,59.6,60.2,87.8,56.3,85.2,114.2,162.1,237.7
151.8462172,-31.1303316,6,288,268.7,103.6,60.9,54.4,56.6,57.4,47.3,71.9,125.5,180.2,195.4
151.8473743,-30.5643127,6,327.4,283.6,184.8,101.4,58.6,63.5,81.3,48.6,74.9,118.5,206.4,322.8
151.8481456,-31.53459,3,324.4,170.8,114,56.8,61.9,50.4,74.3,59.2,95.8,119.3,172.1,214.7
151.8496884,-30.2059862,6,321.4,322.8,182.2,91.5,66,51.1,63.9,44,58,118.2,284,262.2
151.8496884,-30.9083746,6,276.2,290.2,121.4,70.8,49.5,59.7,67.2,42.1,73.2,122.5,185.1,226.7
151.8658872,-30.4113963,6,303,323.3,185.7,106.8,56.9,60.2,75.4,39.3,62,105.2,250.3,285.5
151.875915,-31.7514118,3,286.3,173.5,98.9,56.8,51.8,40.4,66.3,42.6,74.4,108.4,146.4,213.1
151.8855572,-31.9083223,3,298.7,175.7,91.1,62.4,63,68.1,94.1,68.2,97.1,127.1,181.4,244.5
151.8870999,-32.5667757,3,201.3,233.8,121.3,68,49.5,43.6,79.9,46.5,69.8,86.1,160.6,244.4
151.8944279,-31.9280074,3,285.6,206.2,94.7,67.1,58.5,57.3,74.8,53.3,78.2,113.8,167,228.8
151.8951993,-30.0174083,6,377.8,276.4,194.4,92.5,69.8,41,58.3,43.8,60.5,116.9,235.8,314.7
151.8998275,-32.6398104,3,197.5,250.1,127.8,71.2,44.1,43.3,90.1,39.4,70.9,61.2,166.7,284.2
151.902913,-29.3501108,6,325.4,257.2,159.5,107.8,74.9,35.9,50.4,34.4,46.1,125.1,171.6,221.6
151.9032987,-30.3483468,6,312.4,306.9,191.8,96.8,61.9,58.1,68.8,44.8,63.9,113.6,257.3,291.2
151.9032987,-32.1705054,3,269,233.4,94.4,62.9,62.2,65.7,83.2,77.1,90,128.8,177.5,227.6
151.909084,-29.0827924,6,409.3,326,145.7,112,89.1,35.5,42.6,34.8,39.5,133.1,184.9,275.8
151.909084,-30.0097054,6,377.8,276.4,194.4,92.5,69.8,41,58.3,43.8,60.5,116.9,235.8,314.7
151.9129409,-31.621604,3,318.2,150.5,110.8,54,57,45.5,66.6,53.5,89.1,117.5,157.9,211.2
151.9167977,-30.0941518,6,351.5,299,189.5,84.7,66.7,40.7,57.2,43.6,58.4,118.8,248.6,293.9
151.9187262,-32.4092946,3,202.2,215.2,110.1,56.9,45.6,39.7,60.7,49.6,66.1,94.2,145.4,214.9
151.9291397,-32.1713613,3,442.9,344.5,172.1,92.9,87.5,102.7,137.5,88.5,104.6,164.1,251.8,266.8
151.9310681,-31.0832584,6,243.4,291,91,56.8,44.1,47.3,50.2,40,59.4,111.4,148.8,178.6
151.9326108,-31.472967,6,368.9,222.5,123.2,55.9,59.4,55.8,66.6,53.8,89.7,126.1,187.2,201.1
151.9333822,-30.6710118,6,324.7,263.1,155.4,82.3,54.5,61.8,72.5,46.8,75.9,122.1,187.5,291.6
151.9383961,-30.2456417,6,319.5,298.3,186.9,86.3,63.8,49.4,60.8,46.4,65.9,118.2,267.4,277.8
151.9399389,-31.667536,3,330,157.9,117.5,50.7,55.8,48,65.5,52.8,88,115,162.4,201.2
151.9437957,-30.5551833,6,327.3,265.1,176.9,93,56.9,56.7,71,48.3,71.3,119,201.5,309.3
151.9511238,-29.9512206,6,358.2,259.3,189.8,92.7,68.4,39.7,57.2,42.7,60.7,115.6,213.9,310.1
151.96308,-31.4820963,6,337.4,177,116.1,53,55.3,42.5,55.9,51.5,85.1,119.7,157.5,200.5
151.9650085,-31.6093365,3,319.4,151,113,51.1,54.4,42.3,58.7,50.3,83.9,113.7,152.6,201.1
151.9653942,-30.0467934,6,350.4,264,191.5,85.2,67.1,41.5,59.7,45.4,64.4,120,235.8,310.3
151.9711794,-32.1291381,3,442.9,344.5,172.1,92.9,87.5,102.7,137.5,88.5,104.6,164.1,251.8,266.8
151.9758077,-31.6732418,3,318.6,152.2,113.8,49.8,53,41.3,55.6,48.6,81.7,109.5,152.7,197.2
151.9777361,-31.61276,3,321.6,158,118.9,49.5,53.8,40.6,54.1,47.7,81.8,111,153,193.4
151.9808216,-32.4632148,3,209.9,260.3,128.9,59.5,44.9,33.9,55,38.9,66.4,90,143.7,205
151.9850641,-29.3347051,6,326.6,246.3,159.5,104.5,75.7,35.4,47.2,34.2,45.5,130.2,168.8,226.4
152.0116765,-30.3252381,6,312.2,279.9,179.1,85.7,58.1,46.5,55.2,44.8,61.6,108.6,239,270.8
152.0155333,-29.8405274,6,358.8,252.5,196.4,96.3,69.8,40.9,58.2,42.3,61.6,123.2,199.8,310.5
152.015919,-30.9311979,6,238.6,303.7,98.3,59,41.8,52.9,55.5,37.7,60.7,110.4,155.8,185.1
152.0224757,-30.3024148,6,321.5,272.6,195.9,83.7,63.6,46.2,55.5,49.5,67.7,119.6,246.4,292.1
152.023247,-31.3579944,6,309.2,220.1,102.3,54.4,50.7,44.9,50.9,47,70.7,119.3,154.3,187.7
152.0286466,-29.0967717,6,383.1,293.9,135.7,105.9,79.7,32,41,32.4,39.6,133.7,174.4,259.1
152.0313464,-29.491045,6,319.9,242,179.7,91.7,72.8,38.2,49.8,37.1,52.1,135.7,169.7,240.3
152.0371317,-30.3657496,6,320.2,254,182.5,81.6,60,41.5,50.5,48.5,62.1,114.6,233.9,276.5
152.0402172,-31.9816423,3,278.7,235.9,87.5,58.1,52.6,55.9,75.8,70.1,85.8,125.9,190.4,201
152.0460025,-29.6639318,6,359.7,260.1,182.1,87.7,68.8,38.8,51.2,38.6,54.7,133.5,179.7,267.6
152.0483166,-32.7308185,3,296.3,392.6,258.6,136.1,118.6,69.8,126.5,106.8,101.4,118.6,234.9,302.5
152.0521735,-32.1117353,3,281.9,263.7,94.3,59.2,51.9,54.2,71.3,70.2,83,125.7,191.3,202.9
152.0525592,-31.2110691,6,265.4,261.1,89.2,53.5,44,44.3,49.1,41.9,59.7,109.4,145.9,175.5
152.0544876,-31.0059443,6,253.8,286.6,97.2,55.4,44.1,54.8,56.8,45.1,65.2,118.9,166.7,182
152.056416,-29.2314294,6,361.6,263.7,148.6,107.7,79.8,34.5,44.6,32.8,42.3,131.8,175.5,243.7
152.056416,-30.4413519,6,311.4,261.9,162.5,85.1,53,42.9,52.4,44.6,58.4,106.4,204.7,252.8
152.0568017,-29.7857514,6,360.6,259.6,185.1,89.8,66.9,38.8,54.2,40.3,57.4,126.9,191.6,295.9
152.0595015,-30.953736,6,238.3,295.8,94.5,55.8,40.5,50.8,53.3,38.2,58.8,108.3,152.4,178.1
152.0598872,-30.3646084,6,320.2,254,182.5,81.6,60,41.5,50.5,48.5,62.1,114.6,233.9,276.5
152.0629727,-31.2107839,6,265.4,261.1,89.2,53.5,44,44.3,49.1,41.9,59.7,109.4,145.9,175.5
152.0668296,-28.9549817,6,328,290.1,141.2,99.5,85.2,31.4,38.1,29.8,39.2,133.2,149.7,245.2
152.0679866,-31.0210648,6,253.8,286.6,97.2,55.4,44.1,54.8,56.8,45.1,65.2,118.9,166.7,182
152.074929,-32.1493938,3,338.5,293.7,119.5,63.4,58.8,60.6,75.8,68.7,77.2,132,220,209.2
152.0772431,-29.1623888,6,375.9,281.6,141.8,106.1,79.6,33,42.4,33.5,42.1,136.4,179.7,255.9
152.0787858,-32.4555119,3,211.9,279.2,130,62.7,45.7,28.4,52.2,32.3,60.4,75.1,136.7,186.9
152.0818713,-31.8589668,3,283,175,90.6,54.4,49,43.9,61.5,56.9,79.8,110.4,166.3,199.9
152.0826427,-29.3446903,6,314.4,241.1,158.7,94.9,74.4,34.9,44.5,34.1,44.4,133.1,167.4,227.1
152.0868852,-29.6097263,6,340.6,248.8,178.5,81.9,68.8,36.9,47.3,36.7,51.4,135.2,172.1,253.9
152.0976844,-31.9357103,3,283.2,222.5,89.5,57.2,49.6,50.7,69.7,64.3,81.5,120.6,188.9,194.6
152.1011556,-28.5615643,6,308.6,338.1,161.5,99.3,112.1,37,43.5,36.6,38.4,123.8,191.5,293.1
152.1015413,-29.0522662,6,357.6,290.5,137.7,103,78.1,31.3,39.7,32.6,42,140.5,167.1,255.6
152.1034697,-31.1049406,6,237.1,249.4,83.5,49.4,39.8,45.4,48.9,40.3,57.2,101.3,145.4,162.3
152.1088693,-32.2980308,3,346.3,338.2,166.7,73.3,69,52.4,80.9,66.7,69.1,127.7,219.3,206.4
152.1104121,-30.9414684,6,252.1,280.4,99.2,53.7,42.5,54.4,55.3,46,65,119,168.2,178.7
152.1196685,-30.7794227,6,302.8,291.1,133.4,62.4,51.2,69.9,67.1,63.8,83.2,161,208.5,213.2
152.1200542,-30.4259461,6,320.2,243.2,166.8,81.8,55.1,39.8,48.5,47.8,56.9,111.8,204.3,251
152.1300821,-32.1391233,3,325.5,280.2,156.7,71.3,58.3,57.9,68.5,70.3,82.9,139.6,193.7,190
152.1339389,-31.3440151,4,286.2,218.6,99.5,51.6,48.5,44.5,55.8,42.4,65.5,101.3,166.4,176.9
152.1381815,-30.1694688,6,296.9,211.4,168.4,73.8,65,37.7,56.7,46.3,78,122.8,207,277.1
152.1416526,-28.7042102,6,289.9,278.8,173.4,107.4,116.8,36,41.9,36.2,38.1,128.1,157,268.5
152.1416526,-29.3201552,6,319,244.7,148.9,94.2,73.9,33,42.3,32.6,41.6,130.3,166.1,225.4
152.1439667,-28.8331621,6,291,271.3,161.2,102.9,97.5,33.5,39,35.8,39,135.8,144.2,247.6
152.1458952,-32.4452414,3,269.4,385.3,170.1,73.9,54.7,30.8,71.8,35.2,75.4,80.7,172.6,208.4
152.1482093,-31.3534297,4,286.2,218.6,99.5,51.6,48.5,44.5,55.8,42.4,65.5,101.3,166.4,176.9
152.1505234,-32.6443751,3,293.6,356.7,275.4,127.3,115.9,76.7,123.2,114.5,99.3,119.6,223.7,260.1
152.1524518,-32.0563887,3,339.4,274.9,130.8,70.6,57.1,63,72.1,72.1,87.5,146.3,199.1,193.6
152.1528375,-30.6404856,6,325.8,269.9,162.7,73,60.8,60.9,65.2,64.8,85.7,158.5,208.2,246
152.155923,-28.6009346,6,294.6,308.4,161.7,104.3,115,36.4,42.6,34.7,38.2,125.8,179.6,290.3
152.1597799,-31.0276265,6,252.9,234.9,96.8,51.5,42.2,52.8,54.5,45.9,65.2,110,170.8,172.4
152.163251,-28.5692672,6,299,327.1,156.6,104,111,36.9,42.7,34.8,38.8,124,193.2,297.2
152.1644081,-32.0070332,3,320.4,241.7,103.5,60.9,51,58.7,69.5,64.8,79.2,129.9,195.8,187.1
152.1651795,-30.4481989,6,316.8,225.7,165.4,78.3,55.4,37.6,45.4,48.3,54.6,112.4,200.7,245.1
152.1667222,-31.4253233,4,296.9,200.9,107.9,50.7,51.6,46.9,54.2,44,72.7,103.8,181.8,176.9
152.1736646,-30.8427574,6,296.4,277.7,132.9,59.8,50.6,73.6,65.9,63.5,85.4,158.3,211.5,197.2
152.1763644,-31.8872107,3,299.1,206.7,91.9,58.2,45.8,49.1,63,59.6,79,115.7,171.1,188.1
152.1763644,-31.9251545,3,299.7,223.7,96.3,59.9,47.8,53,65.6,61.5,78.4,121.3,180.4,186.8
